filename,duration
1.mp4,103.0
10.mp4,173.0
11.mp4,103.003
12.mp4,61.028
13.mp4,216.016
14.mp4,116.016
2.mp4,229.0
3.mp4,94.0
4.mp4,60.027
5.mp4,81.014
6.mp4,162.029
7.mp4,161.0
8.mp4,77.0
9.mp4,154.0
901.mp4,104.0
902.mp4,93.0
991.mp4,32.027
992.mp4,40.033
993.mp4,31.026
994.mp4,29.024
fixation_cross.mp4,300.0
green_intensity_video_1.mp4,60.0
green_intensity_video_12.mp4,60.0
green_intensity_video_3.mp4,60.0
green_intensity_video_7.mp4,60.0
green_intensity_video_9.mp4,60.0
